full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
Cristiano Felicio,72,#6,Chicago Bulls,F,07/07/92,6-10 / 2.08,270 lbs. / 122.5 kg.,"$8,156,500",Brazil,2014,Undrafted,Undrafted,,Pau Gasol,70,72,76,94,65,65,67,75,53,55,78,77,76,75,38,27,36,70,76,70,82,25,38,60,63,72,65,42,65,68,30,60,85,28,69,85,45,53,85,95,84,60,65,0,50,30,30,20,0,0,0,15,48,40,40,24,25,51,20,60,35,25,65,10,25,5,0,0,0,0,0,0,45,75,35,0,35,0,0,0,35,15,35,0,0,0,0,0,0,0,0,0,99,55,60,70,75,0,0,0,5,15,99,50,5,55,25,15,80,49,42,34,46,70,25,25,55,55,25,20,45,40,65,39,10,21,80,53,50,30
Tim Frazier,72,#0,,G,11/01/90,6-0 / 1.83,170 lbs. / 77.1 kg.,"$1,620,564",USA,2014,Undrafted,Undrafted,Penn State,Mario Hezonja,63,76,64,90,71,65,75,40,80,40,40,25,57,80,70,73,79,55,75,67,85,65,70,55,38,65,49,65,63,72,74,65,74,65,35,74,45,32,67,95,76,0,65,20,50,10,40,55,0,0,0,15,0,44,30,11,48,41,15,55,50,60,80,50,16,50,25,15,0,10,15,0,20,5,5,50,0,0,0,0,40,30,20,95,45,15,30,15,10,5,35,20,90,15,60,70,0,35,10,20,20,30,65,0,0,0,0,0,10,10,19,0,16,0,0,0,0,0,0,0,40,40,55,60,10,44,45,25,60,81
Langston Galloway,72,#9,Detroit Pistons,G,12/09/91,6-1 / 1.85,202 lbs. / 91.6 kg.,"$7,333,333",USA,2014,Undrafted,Undrafted,Saint Joseph's,Pau Gasol,70,72,76,94,65,65,67,75,53,55,78,77,76,75,38,27,36,70,76,70,82,25,38,60,63,72,65,42,65,68,30,60,85,28,69,85,45,53,85,95,84,60,65,0,50,30,30,20,0,0,0,15,48,40,40,24,25,51,20,60,35,25,65,10,25,5,0,0,0,0,0,0,45,75,35,0,35,0,0,0,35,15,35,0,0,0,0,0,0,0,0,0,99,55,60,70,75,0,0,0,5,15,99,50,5,55,25,15,80,49,42,34,46,70,25,25,55,55,25,20,45,40,65,39,10,21,80,53,50,30
Justin Holiday,72,#8,Indiana Pacers,G,04/05/89,6-6 / 1.98,180 lbs. / 81.6 kg.,"$4,767,000",USA,2011,Undrafted,Undrafted,Washington,Cameron Reddish,72,70,69,90,71,49,67,44,74,46,41,37,46,79,79,80,78,46,84,69,80,73,76,62,38,63,49,64,62,69,74,63,64,70,53,64,44,29,46,95,84,0,75,45,50,5,25,75,60,60,45,45,63,45,35,22,57,21,25,60,55,75,99,55,95,60,75,40,45,20,25,35,25,60,60,15,40,10,35,30,50,55,45,75,40,30,55,15,0,15,65,40,80,65,75,85,15,20,25,25,35,45,5,5,15,15,35,20,25,0,5,23,23,25,25,55,50,15,0,10,35,15,40,75,20,59,79,19,60,45
Chandler Hutchison,72,#15,Chicago Bulls,F,04/26/96,6-7 / 2.01,196 lbs. / 88.9 kg.,"$2,332,320",USA,2018,1,22,Boise State,Robin Lopez,88,73,55,90,70,68,76,73,58,52,75,75,53,86,25,25,55,73,83,93,84,25,33,28,35,67,70,53,78,76,25,62,80,26,79,84,68,70,48,95,78,65,75,0,50,35,0,65,5,0,0,5,57,44,65,16,1,83,25,55,10,5,25,0,10,0,0,0,0,0,0,0,35,85,5,25,0,0,0,0,35,30,55,95,0,0,0,0,0,0,0,0,99,55,60,65,99,0,0,0,5,15,99,40,0,0,75,5,90,69,83,0,0,30,0,0,25,0,50,25,25,5,30,19,10,20,85,59,45,65
Wesley Iwundu,72,#25,Orlando Magic,F,12/20/94,6-6 / 1.98,205 lbs. / 93 kg.,"$1,618,520",USA,2017,2,33,Kansas State,Robin Lopez,88,73,55,90,70,68,76,73,58,52,75,75,53,86,25,25,55,73,83,93,84,25,33,28,35,67,70,53,78,76,25,62,80,26,79,84,68,70,48,95,78,65,75,0,50,35,0,65,5,0,0,5,57,44,65,16,1,83,25,55,10,5,25,0,10,0,0,0,0,0,0,0,35,85,5,25,0,0,0,0,35,30,55,95,0,0,0,0,0,0,0,0,99,55,60,65,99,0,0,0,5,15,99,40,0,0,75,5,90,69,83,0,0,30,0,0,25,0,50,25,25,5,30,19,10,20,85,59,45,65
Brandon Knight,72,#0,Detroit Pistons,G,12/02/91,6-2 / 1.88,189 lbs. / 85.7 kg.,"$15,643,750",USA,2011,1,8,Kentucky,Damian Jones,83,73,29,95,64,64,77,79,74,68,69,51,39,83,62,54,91,79,79,84,72,37,34,33,35,47,75,39,79,56,41,39,62,41,84,85,64,65,51,98,75,75,75,15,99,40,0,15,0,0,0,5,0,74,30,44,15,41,15,10,0,0,25,0,0,0,0,0,0,0,0,0,15,5,5,50,0,0,0,0,35,30,75,95,0,0,0,0,0,0,0,0,99,75,40,45,99,0,0,0,0,0,99,10,0,0,10,0,80,20,20,0,5,0,25,0,40,10,20,10,10,0,0,35,0,40,79,91,99,72
Courtney Lee,72,#1,Dallas Mavericks,G-F,10/03/85,6-5 / 1.96,200 lbs. / 90.7 kg.,"$12,759,670",USA,2008,1,22,Western Kentucky,Wilson Chandler,74,74,74,90,67,40,67,45,70,38,65,40,65,77,54,58,76,64,78,77,82,51,66,55,32,55,56,70,70,74,71,57,78,32,48,78,60,41,57,95,76,25,70,10,50,20,25,30,15,20,25,15,36,42,25,10,47,43,5,60,50,40,75,45,35,30,40,5,45,12,10,25,5,65,65,15,0,5,5,15,55,30,55,75,15,0,0,0,0,0,15,0,80,60,45,55,20,15,20,20,30,40,40,20,0,30,15,5,55,12,15,47,37,0,0,0,25,0,0,0,40,25,15,43,0,42,64,24,50,45
Thon Maker,72,#7,Detroit Pistons,F-C,02/25/97,7-0 / 2.13,216 lbs. / 98 kg.,"$3,569,643",Australia,2016,1,10,,Wilson Chandler,74,74,74,90,67,40,67,45,70,38,65,40,65,77,54,58,76,64,78,77,82,51,66,55,32,55,56,70,70,74,71,57,78,32,48,78,60,41,57,95,76,25,70,10,50,20,25,30,15,20,25,15,36,42,25,10,47,43,5,60,50,40,75,45,35,30,40,5,45,12,10,25,5,65,65,15,0,5,5,15,55,30,55,75,15,0,0,0,0,0,15,0,80,60,45,55,20,15,20,20,30,40,40,20,0,30,15,5,55,12,15,47,37,0,0,0,25,0,0,0,40,25,15,43,0,42,64,24,50,45
Patrick McCaw,72,#22,Toronto Raptors,G,10/25/95,6-7 / 2.01,181 lbs. / 82.1 kg.,"$4,000,000",USA,2016,2,38,UNLV,Juan Hernangomez,29,67,79,92,76,69,67,59,53,41,62,69,67,71,61,61,69,59,79,79,82,46,63,54,29,61,63,63,61,68,65,46,62,36,55,68,54,49,65,95,77,65,70,35,25,45,0,15,0,0,0,5,0,45,30,14,70,16,3,45,45,65,60,40,20,20,0,0,0,0,0,0,25,5,5,50,0,0,0,0,40,35,75,95,0,0,0,0,0,0,0,0,99,45,40,50,0,0,0,0,0,0,99,5,0,0,0,0,10,6,11,18,18,0,0,0,0,0,0,0,20,10,0,75,20,27,50,24,65,55
Rodney McGruder,72,#19,Los Angeles Clippers,G,07/29/91,6-4 / 1.93,205 lbs. / 93 kg.,"$4,807,693",USA,2013,Undrafted,Undrafted,Kansas State,T.J. McConnell,85,85,71,90,73,60,74,25,25,35,33,39,53,74,65,71,60,39,73,87,80,65,70,83,67,81,44,69,65,71,71,75,52,71,42,52,50,30,45,95,76,0,0,0,25,5,35,65,0,0,0,65,0,34,45,5,12,83,10,45,35,15,80,10,20,10,20,0,5,0,0,10,25,5,0,0,0,0,15,25,70,20,25,95,55,5,25,5,0,5,15,0,40,15,45,50,0,15,5,5,15,25,99,0,0,0,0,0,10,0,5,28,45,0,20,0,0,0,0,0,90,30,65,88,10,56,55,11,50,35
Darius Miller,72,#21,New Orleans Pelicans,F,03/21/90,6-6 / 1.98,225 lbs. / 102.1 kg.,"$7,250,000",USA,2012,2,46,Kentucky,Markieff Morris,80,67,72,90,73,46,63,61,63,62,78,64,73,66,53,40,59,75,87,73,93,30,38,40,33,74,71,38,71,67,46,46,77,37,51,77,51,45,65,95,77,70,70,15,50,35,20,20,0,0,0,20,92,33,25,12,42,46,15,55,45,35,75,20,66,25,20,0,15,0,0,0,20,95,55,0,35,0,30,0,45,30,50,75,0,0,0,0,0,0,0,0,99,65,60,70,25,0,10,10,20,30,99,25,15,55,15,0,75,16,16,47,37,40,25,55,55,10,35,25,35,5,0,59,20,52,60,28,80,65
Raul Neto,72,#19,Philadelphia 76ers,G,05/19/92,6-1 / 1.85,170 lbs. / 77.1 kg.,"$1,737,145",Brazil,2013,2,47,,Markieff Morris,80,67,72,90,73,46,63,61,63,62,78,64,73,66,53,40,59,75,87,73,93,30,38,40,33,74,71,38,71,67,46,46,77,37,51,77,51,45,65,95,77,70,70,15,50,35,20,20,0,0,0,20,92,33,25,12,42,46,15,55,45,35,75,20,66,25,20,0,15,0,0,0,20,95,55,0,35,0,30,0,45,30,50,75,0,0,0,0,0,0,0,0,99,65,60,70,25,0,10,10,20,30,99,25,15,55,15,0,75,16,16,47,37,40,25,55,55,10,35,25,35,5,0,59,20,52,60,28,80,65
Georges Niang,72,#31,Utah Jazz,F,06/17/93,6-7 / 2.01,230 lbs. / 104.3 kg.,"$1,645,357",USA,2016,2,50,Iowa State,Cedi Osman,64,73,73,90,73,60,71,41,56,34,46,33,53,70,66,65,65,54,72,75,75,66,67,70,40,65,60,71,65,76,72,60,73,35,30,61,65,30,58,95,79,0,65,50,50,10,35,50,35,40,45,5,0,42,15,12,59,29,15,45,45,45,70,45,35,35,20,0,0,0,0,5,15,5,5,50,0,0,40,0,40,35,45,54,35,20,25,0,0,0,30,0,70,25,45,55,0,30,5,5,15,25,99,0,0,5,10,0,15,0,0,5,0,10,5,5,0,0,0,3,45,10,5,65,20,72,55,42,85,65
Cameron Payne,72,#0,Phoenix Suns,G,08/08/94,6-2 / 1.88,180 lbs. / 81.6 kg.,"$346,288",USA,2015,1,14,Murray State,Noah Vonleh,85,69,72,90,66,55,56,70,65,62,55,67,52,80,52,45,70,65,75,90,78,48,53,43,37,55,60,42,67,54,45,40,69,36,60,69,30,53,82,95,76,65,70,20,50,40,20,30,0,0,0,5,0,53,20,16,30,54,10,40,20,25,70,0,35,10,0,0,0,0,0,0,50,5,5,50,0,0,0,0,40,30,65,95,0,0,0,0,0,0,0,0,99,65,55,60,20,0,0,0,5,15,99,10,0,0,10,0,55,41,42,13,0,25,0,0,40,0,25,25,35,0,0,45,10,41,74,32,55,72
Anfernee Simons,72,#1,Portland Trail Blazers,G,06/08/99,6-3 / 1.91,181 lbs. / 82.1 kg.,"$2,149,560",USA,2018,1,24,,Allonzo Trier,44,70,80,90,77,72,72,37,67,66,42,25,59,67,70,73,76,46,77,69,80,69,79,71,46,79,42,56,47,57,71,52,60,33,42,69,37,33,52,95,79,40,65,0,50,15,40,65,0,0,0,10,0,53,15,14,54,32,10,60,55,60,75,55,25,55,35,10,0,10,20,15,20,5,55,25,30,0,0,0,60,30,15,90,15,0,25,0,0,0,5,0,55,20,40,60,0,25,20,20,30,40,5,0,0,0,0,0,10,0,0,0,0,0,20,0,25,0,0,0,30,40,25,66,60,41,45,18,50,81
Zhaire Smith,72,#8,Philadelphia 76ers,G-F,06/04/99,6-3 / 1.91,205 lbs. / 93 kg.,"$3,058,800",USA,2018,1,16,Texas Tech,Trey Lyles,67,75,60,94,66,66,77,66,61,62,65,62,70,76,50,51,61,65,77,76,84,37,54,51,39,56,64,32,60,50,48,58,68,37,53,66,36,41,71,95,76,60,65,0,50,15,20,25,0,0,0,15,68,41,45,7,56,37,15,55,40,40,75,35,36,35,0,5,0,0,0,0,40,5,5,50,0,0,0,0,40,20,40,90,0,0,0,0,0,0,0,0,99,45,65,70,25,0,10,10,20,30,99,40,5,55,0,0,65,20,15,31,42,10,0,10,30,20,20,20,55,10,0,51,20,37,55,29,60,72
Anthony Tolliver,72,#0,Memphis Grizzlies,F,06/01/85,6-8 / 2.03,240 lbs. / 108.9 kg.,"$2,854,556",USA,2007,Undrafted,Undrafted,Creighton,Mike Scott,54,80,81,90,65,68,67,68,83,56,66,61,63,68,42,42,61,71,79,86,80,42,42,37,30,40,65,63,61,72,63,50,59,34,40,59,48,39,66,95,75,55,75,35,50,15,0,15,0,0,0,5,0,24,50,6,55,39,20,55,20,40,80,25,35,25,0,0,0,0,0,0,20,5,5,50,0,0,0,0,45,50,65,55,0,0,0,0,0,0,0,0,99,60,60,65,20,50,0,0,10,20,99,35,0,55,10,5,70,34,17,0,36,0,0,0,35,15,45,20,40,0,0,50,10,68,78,48,75,85
DJ Wilson,72,#5,Milwaukee Bucks,F,02/19/96,6-10 / 2.08,234 lbs. / 106.1 kg.,"$2,961,120",USA,2017,1,17,Michigan,Mike Scott,54,80,81,90,65,68,67,68,83,56,66,61,63,68,42,42,61,71,79,86,80,42,42,37,30,40,65,63,61,72,63,50,59,34,40,59,48,39,66,95,75,55,75,35,50,15,0,15,0,0,0,5,0,24,50,6,55,39,20,55,20,40,80,25,35,25,0,0,0,0,0,0,20,5,5,50,0,0,0,0,45,50,65,55,0,0,0,0,0,0,0,0,99,60,60,65,20,50,0,0,10,20,99,35,0,55,10,5,70,34,17,0,36,0,0,0,35,15,45,20,40,0,0,50,10,68,78,48,75,85
Alfonzo McKinnie,72,#0,Cleveland Cavaliers,F,09/17/92,6-8 / 2.03,215 lbs. / 97.5 kg.,"$2,391,985",USA,2015,Undrafted,Undrafted,Green Bay,Patrick Mills,80,70,80,90,83,68,82,25,25,47,25,25,35,71,83,82,64,49,80,68,74,83,84,73,64,77,25,63,59,70,70,59,60,39,33,60,38,30,45,95,76,0,0,0,25,5,15,55,65,55,35,55,5,24,10,3,79,18,25,60,55,70,99,55,50,40,25,30,10,12,25,15,0,55,55,15,55,30,20,20,30,25,25,20,30,10,30,15,25,15,30,15,55,35,55,65,0,40,0,0,10,20,75,0,0,0,0,0,10,0,0,9,0,0,20,0,0,0,0,0,65,25,55,70,20,47,18,6,45,99
Romeo Langford,72,#45,Boston Celtics,G,10/25/99,6-4 / 1.93,216 lbs. / 98 kg.,"$3,458,400",USA,2019,1,14,Indiana,Patrick Mills,80,70,80,90,83,68,82,25,25,47,25,25,35,71,83,82,64,49,80,68,74,83,84,73,64,77,25,63,59,70,70,59,60,39,33,60,38,30,45,95,76,0,0,0,25,5,15,55,65,55,35,55,5,24,10,3,79,18,25,60,55,70,99,55,50,40,25,30,10,12,25,15,0,55,55,15,55,30,20,20,30,25,25,20,30,10,30,15,25,15,30,15,55,35,55,65,0,40,0,0,10,20,75,0,0,0,0,0,10,0,0,9,0,0,20,0,0,0,0,0,65,25,55,70,20,47,18,6,45,99
Grant Williams,72,#12,Boston Celtics,F,11/30/98,6-6 / 1.98,236 lbs. / 107 kg.,"$2,379,840",USA,2019,1,22,Tennessee,Damyean Dotson,42,82,78,92,73,73,72,38,68,52,38,29,44,78,84,84,77,31,78,62,80,72,69,58,39,60,31,64,62,62,70,56,70,40,33,68,43,31,53,95,76,0,55,5,25,5,30,60,20,10,5,45,25,29,20,6,65,29,25,45,40,50,50,45,20,20,15,15,0,15,0,0,10,5,65,5,20,10,35,55,40,25,25,75,15,0,30,0,0,0,15,0,50,45,50,55,25,10,0,0,10,20,99,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,25,20,30,46,0,43,65,9,50,25
Nicolas Claxton,72,#0,Brooklyn Nets,C,04/17/90,6-11 / 2.11,215 lbs. / 97.5 kg.,"$898,310",USA,2019,2,31,Georgia,Jake Layman,79,79,71,94,67,62,62,47,57,57,51,46,42,52,65,62,81,54,77,78,69,57,65,62,28,49,57,63,53,67,69,59,58,35,54,59,42,44,53,95,76,0,60,15,50,5,10,20,0,0,0,15,0,50,25,16,60,24,15,55,45,45,70,45,30,20,20,10,0,0,0,0,15,0,0,50,0,0,0,0,50,35,35,90,15,0,0,0,0,0,15,0,80,55,45,55,0,0,0,0,0,0,99,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,10,0,71,20,40,70,22,60,25
PJ Washington,72,#25,Charlotte Hornets,F,08/23/98,6-7 / 2.01,225 lbs. / 102.1 kg.,"$3,831,840",USA,2019,1,12,Kentucky,Aron Baynes,85,76,74,90,83,52,57,62,51,46,65,64,59,69,27,31,51,87,72,82,75,25,32,39,35,62,71,34,69,62,46,59,51,30,73,51,62,79,72,95,76,65,75,10,50,45,15,60,0,0,0,5,57,56,35,30,14,56,15,25,0,10,70,0,0,5,0,0,0,0,0,0,36,85,5,50,0,0,0,0,15,20,55,95,0,0,0,0,0,0,0,0,99,60,50,55,75,0,0,0,0,0,99,45,0,0,30,15,90,51,47,0,0,10,0,0,35,0,10,5,20,20,0,33,80,30,75,44,95,75
Ryan Arcidiacono,72,#51,Chicago Bulls,G,03/26/94,6-3 / 1.91,195 lbs. / 88.5 kg.,"$3,000,000",Italy,2016,Undrafted,Undrafted,Villanova,Aron Baynes,85,76,74,90,83,52,57,62,51,46,65,64,59,69,27,31,51,87,72,82,75,25,32,39,35,62,71,34,69,62,46,59,51,30,73,51,62,79,72,95,76,65,75,10,50,45,15,60,0,0,0,5,57,56,35,30,14,56,15,25,0,10,70,0,0,5,0,0,0,0,0,0,36,85,5,50,0,0,0,0,15,20,55,95,0,0,0,0,0,0,0,0,99,60,50,55,75,0,0,0,0,0,99,45,0,0,30,15,90,51,47,0,0,10,0,0,35,0,10,5,20,20,0,33,80,30,75,44,95,75
Kevin Porter,72,#4,Cleveland Cavaliers,G-F,05/04/00,6-4 / 1.93,218 lbs. / 98.9 kg.,"$1,290,960",USA,2019,1,30,USC,Wayne Ellington,71,70,79,96,79,84,69,34,49,48,34,29,59,83,69,70,77,63,79,51,79,63,69,74,34,74,37,59,41,62,69,48,52,58,34,52,39,29,43,95,76,0,35,0,25,0,15,30,0,0,0,35,0,15,5,2,91,7,5,55,50,99,99,60,15,40,0,0,0,20,0,0,20,5,5,50,0,0,0,0,20,25,30,95,10,0,5,0,0,0,15,0,90,15,50,60,0,95,0,0,0,0,99,0,0,0,0,0,10,0,4,0,12,0,0,0,0,0,0,0,35,15,20,44,0,44,25,8,35,25
Ryan Broekhoff,72,#0,Philadelphia 76ers,F,08/23/90,6-6 / 1.98,215 lbs. / 97.5 kg.,"$2,833,704",Australia,2013,Undrafted,Undrafted,Valparaiso,Wayne Ellington,71,70,79,96,79,84,69,34,49,48,34,29,59,83,69,70,77,63,79,51,79,63,69,74,34,74,37,59,41,62,69,48,52,58,34,52,39,29,43,95,76,0,35,0,25,0,15,30,0,0,0,35,0,15,5,2,91,7,5,55,50,99,99,60,15,40,0,0,0,20,0,0,20,5,5,50,0,0,0,0,20,25,30,95,10,0,5,0,0,0,15,0,90,15,50,60,0,95,0,0,0,0,99,0,0,0,0,0,10,0,4,0,12,0,0,0,0,0,0,0,35,15,20,44,0,44,25,8,35,25
Goga Bitadze,72,#88,Indiana Pacers,C,07/20/99,6-11 / 2.11,250 lbs. / 113.4 kg.,"$2,816,760",Georgia,2019,1,18,,Rodions Kurucs,60,70,72,90,76,68,77,38,63,63,28,33,36,83,68,67,72,48,78,63,80,64,66,52,29,53,47,60,57,58,70,38,69,41,53,68,38,45,62,95,79,0,60,35,50,20,0,15,5,5,5,70,0,62,25,15,68,17,15,40,35,45,65,35,35,20,0,0,0,5,0,15,15,5,5,50,0,0,0,15,60,65,55,50,0,0,0,0,0,0,0,0,75,55,55,60,0,35,0,0,10,20,75,5,0,0,10,40,35,20,20,0,5,0,0,0,30,0,20,10,30,0,0,35,20,40,79,91,99,72
De'Anthony Melton,72,#0,Memphis Grizzlies,G,05/28/98,6-2 / 1.88,190 lbs. / 86.2 kg.,"$1,416,852",USA,2018,2,46,USC,Marco Belinelli,84,77,79,95,87,73,77,25,63,58,32,26,52,76,47,51,67,31,81,71,76,41,70,73,38,80,51,58,62,62,63,62,60,34,33,60,43,28,50,95,76,0,45,0,25,0,25,65,0,0,0,30,0,22,15,4,58,38,35,55,55,75,99,55,35,40,20,0,0,20,5,20,10,5,5,50,0,0,0,0,80,15,20,95,15,0,0,0,0,0,15,0,80,20,60,65,0,35,0,0,0,0,99,0,0,0,0,0,10,8,6,17,23,0,0,0,0,0,0,0,50,15,0,56,0,29,55,12,35,35
Kenrich Williams,72,#34,New Orleans Pelicans,G-F,12/02/94,6-6 / 1.98,210 lbs. / 95.3 kg.,"$1,416,852",USA,2018,Undrafted,Undrafted,TCU,Marco Belinelli,84,77,79,95,87,73,77,25,63,58,32,26,52,76,47,51,67,31,81,71,76,41,70,73,38,80,51,58,62,62,63,62,60,34,33,60,43,28,50,95,76,0,45,0,25,0,25,65,0,0,0,30,0,22,15,4,58,38,35,55,55,75,99,55,35,40,20,0,0,20,5,20,10,5,5,50,0,0,0,0,80,15,20,95,15,0,0,0,0,0,15,0,80,20,60,65,0,35,0,0,0,0,99,0,0,0,0,0,10,8,6,17,23,0,0,0,0,0,0,0,50,15,0,56,0,29,55,12,35,35
Nickeil Alexander-Walker,72,#0,New Orleans Pelicans,G,09/02/98,6-5 / 1.96,205 lbs. / 93 kg.,"$2,964,840",Canada,2019,1,17,Virginia Tech,Bismack Biyombo,78,68,25,90,60,25,56,81,64,61,50,44,41,31,44,44,59,76,75,91,81,25,31,25,27,70,79,46,81,78,51,50,75,29,78,90,61,76,79,95,76,70,70,5,50,50,10,20,0,0,0,5,0,65,35,31,9,60,5,10,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,50,0,0,0,0,25,50,70,95,0,5,0,0,0,0,0,0,50,70,45,50,99,0,0,0,0,0,99,15,0,0,10,0,70,40,38,45,31,0,0,0,30,0,30,15,5,0,0,29,10,31,90,58,75,65
Chuma Okeke,72,#3,,F-C,08/18/98,6-8 / 2.03,230 lbs. / 104 kg.,"$2,773,550",USA,2019,1,16,Auburn,Bismack Biyombo,78,68,25,90,60,25,56,81,64,61,50,44,41,31,44,44,59,76,75,91,81,25,31,25,27,70,79,46,81,78,51,50,75,29,78,90,61,76,79,95,76,70,70,5,50,50,10,20,0,0,0,5,0,65,35,31,9,60,5,10,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,50,0,0,0,0,25,50,70,95,0,5,0,0,0,0,0,0,50,70,45,50,99,0,0,0,0,0,99,15,0,0,10,0,70,40,38,45,31,0,0,0,30,0,30,15,5,0,0,29,10,31,90,58,75,65
Matisse Thybulle,72,#22,Philadelphia 76ers,G-F,03/04/97,6-5 / 1.96,201 lbs. / 91.2 kg.,"$2,582,160",USA,2019,1,20,Washington,Luke Kennard,85,83,82,94,82,78,70,28,38,63,33,26,48,83,64,59,58,38,86,73,80,59,70,58,44,57,33,49,48,54,63,48,60,34,38,60,28,27,58,95,79,0,35,0,25,5,10,65,20,15,5,60,0,19,30,3,37,60,20,60,55,50,85,60,40,35,35,25,25,15,30,25,25,0,0,50,0,0,25,0,30,25,20,75,20,0,35,0,0,0,20,0,90,30,50,60,0,35,0,0,5,15,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,70,10,30,39,10,40,35,25,45,35
Cameron Johnson,72,#23,Phoenix Suns,F,03/03/96,6-8 / 2.03,210 lbs. / 95.3 kg.,"$4,033,440",USA,2019,1,11,North Carolina,Bryn Forbes,80,87,84,92,86,72,74,32,37,41,39,25,49,75,65,65,69,34,77,73,80,64,67,57,38,59,41,55,53,59,66,47,60,34,25,60,27,26,48,95,77,0,35,0,25,0,20,25,35,45,5,60,0,16,30,5,42,53,20,60,60,55,85,65,26,45,0,0,0,20,0,0,15,0,55,20,35,0,15,0,25,30,30,95,25,5,35,0,0,0,20,0,70,25,50,55,0,75,0,0,5,15,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,25,30,0,0,23,62,0,50,35
Ty Jerome,72,#10,Phoenix Suns,G,07/08/97,6-5 / 1.96,195 lbs. / 88.5 kg.,"$2,193,480",USA,2019,1,24,Virginia,Boban Marjanovic,86,71,58,90,70,45,45,90,45,65,61,64,55,35,25,25,35,66,65,40,65,25,30,55,44,30,68,25,60,55,30,68,73,33,66,73,60,86,83,95,75,80,80,20,25,65,5,60,0,0,0,5,47,59,80,29,8,63,5,15,0,0,25,0,30,0,0,0,0,0,0,0,15,95,0,50,0,0,0,0,35,35,75,90,0,0,0,0,0,0,0,0,99,85,85,80,99,0,0,0,0,0,99,80,0,0,65,65,80,65,89,0,0,50,0,0,5,0,25,15,15,0,0,43,0,36,83,50,99,74
Luka Samanic,72,#19,San Antonio Spurs,F,01/09/00,6-10 / 2.08,209 lbs. / 94.8 kg.,"$2,689,920",Croatia,2019,1,19,,Kyle Korver,77,79,81,97,77,70,65,25,25,32,27,25,55,72,40,49,52,31,81,80,80,27,60,74,32,79,42,65,65,70,60,59,53,31,37,53,45,25,51,95,77,0,0,0,25,0,45,50,0,0,0,25,0,8,5,2,89,9,10,60,60,85,99,75,25,80,0,5,0,40,20,5,5,0,0,50,0,0,0,0,5,15,10,95,5,0,15,0,0,0,0,0,90,5,50,60,0,95,0,0,0,0,99,0,0,0,0,0,10,0,0,9,9,0,0,5,0,0,0,0,40,20,20,37,20,37,40,22,60,15
